AÑO,RAMO_ID,RAMO,DENOMINACION, MONTO ,FACTOR, VALOR_REAL 
2020,16,Medio Ambiente y Recursos Naturales,"Infraestructura de agua potable, alcantarillado y saneamiento","$1,123,797,036.00 ",1.07517,"$1,045,227,300.00 "
2020,16,Medio Ambiente y Recursos Naturales,Inspección y Vigilancia del Medio Ambiente y Recursos Naturales,"$72,439,712.00 ",1.07517,"$67,375,123.93 "
2020,16,Medio Ambiente y Recursos Naturales,Investigacion cientifica y tecnologica,"$190,031,475.00 ",1.07517,"$176,745,514.70 "
2020,16,Medio Ambiente y Recursos Naturales,"Investigacion en Cambio Climatico, sustentabilidad ambiental y crecimiento verde","$164,583,218.00 ",1.07517,"$153,076,460.50 "
2020,16,Medio Ambiente y Recursos Naturales,Normatividad Ambiental e Instrumentos de Fomento para el Desarrollo Sustentable,"$16,568,478.00 ",1.07517,"$15,410,100.73 "
2020,16,Medio Ambiente y Recursos Naturales,"Planeacion, Direccion y  Evaluacion Ambiental","$42,150,187.00 ",1.07517,"$39,203,276.69 "
2020,16,Medio Ambiente y Recursos Naturales,Programa de Conservacion para el Desarrollo Sostenible (PROCODES),"$177,776,327.00 ",1.07517,"$165,347,179.50 "
2020,16,Medio Ambiente y Recursos Naturales,Programa de apoyo a la infraestructura hidroagricola,"$1,961,652,785.00 ",1.07517,"$1,824,504,762.00 "
2020,16,Medio Ambiente y Recursos Naturales,Programa para la Protección y Restauración de Ecosistemas y Especies Prioritarias,"$174,715,874.00 ",1.07517,"$162,500,696.60 "
2020,16,Medio Ambiente y Recursos Naturales,Programa de Calidad del Aire y Verificacion Vehicular,"$336,575.00 ",1.07517,"$313,043.52 "
2020,16,Medio Ambiente y Recursos Naturales,Proteccion Forestal,"$1,331,815,419.00 ",1.07517,"$1,238,702,176.00 "
2020,16,Medio Ambiente y Recursos Naturales,Regulacion Ambiental,"$60,717,002.00 ",1.07517,"$56,472,001.64 "
2020,16,Medio Ambiente y Recursos Naturales,Sistema Nacional de Areas Naturales Protegidas,"$112,078,237.00 ",1.07517,"$104,242,340.30 "
2020,18,Energia,Actividades de apoyo administrativo,"$1,600,311.00 ",1.07517,"$1,488,426.02 "
2020,18,Energia,Conduccion de la politica energetica,"$49,335,616.00 ",1.07517,"$45,886,339.83 "
2020,18,Energia,Coordinacion de la politica energetica en electricidad ,"$3,928,820.00 ",1.07517,"$3,654,138.42 "
2020,18,Energia,Coordinacion de la politica energetica en hidrocarburos,"$7,792,280.00 ",1.07517,"$7,247,486.44 "
2020,18,Energia,"Gestion, promocion, supervision y evaluacion del aprovechamiento sustentable de la energia","$64,859,101.00 ",1.07517,"$60,324,507.75 "
2020,18,Energia,Fondo de Diversificacion Energetica,"$498,390,142.00 ",1.07517,"$463,545,431.90 "
2020,21,Turismo,Planeacion y conduccion de la politica de turismo,"$640,969.00 ",1.07517,"$596,155.96 "
2020,23,Provisiones Salariales y Economicas,Fondo de Desastres Naturales (FONDEN),"$3,353,000,000.00 ",1.07517,"$3,118,576,597.00 "
2020,23,Provisiones Salariales y Economicas,Fondo de Prevencion de Desastres Naturales (FOPREDEN),"$647,000,000.00 ",1.07517,"$601,765,302.20 "
2020,36,Seguridad y Proteccion Ciudadana,Coordinación del Sistema Nacional de Protección Civil,"$143,943,155.00 ",1.07517,"$133,879,437.70 "
2020,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Apoyos institucionales para actividades cientificas, tecnologicas y de innovacion","$124,170,893.00 ",1.07517,"$115,489,544.00 "
2020,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia",Becas de posgrado y otras modalidades de apoyo a la calidad,"$113,861,093.00 ",1.07517,"$105,900,548.80 "
2020,47,Entidades No Sectorizadas,Programa para el Mejoramiento de la Produccion y la Productividad Indigena,"$64,840,182.00 ",1.07517,"$60,306,911.47 "
2020,52,Petroleos Mexicanos,Proyectos de infraestructura economica de hidrocarburos,"$110,526,123.00 ",1.07517,"$102,798,741.60 "
2020,52,Petroleos Mexicanos,Servicio de transporte de gas natural,"$40,298,985,295.00 ",1.07517,"$37,481,500,874.00 "
2020,53,Comision Federal de Electricidad,Mantenimiento de infraestructura,"$206,731,977.00 ",1.07517,"$192,278,409.00 "
2020,53,Comision Federal de Electricidad,Proyectos de infraestructura economica de electricidad,"$79,141,468.00 ",1.07517,"$73,608,329.85 "
2020,53,Comision Federal de Electricidad,Proyectos de Infraestructura económica de electricidad (PIDEGAS),"$80,346,668.00 ",1.07517,"$74,729,268.86 "
2020,53,Comision Federal de Electricidad,Estudios de preinversion,"$213,234,657.00 ",1.07517,"$198,326,457.20 "
2020,53,Comision Federal de Electricidad,Promocion de medidas para el ahorro y uso eficiente de la energia electrica,"$3,517,648.00 ",1.07517,"$3,271,713.31 "
2021,8,Agricultura y Desarrollo Rural,"Programa de Fomento a la Agricultura, ganaderia, pesca y acuicultura","$1,452,373.00 ",1.13818,"$1,276,048.60 "
2021,9,Comunicaciones y Transportes,Reconstruccion y Conservacion de Carreteras,"$153,980,808.00 ",1.13818,"$135,286,868.50 "
2021,11,Educacion Publica,Servicios de Educación Superior y Posgrado,"$60,517,612.00 ",1.13818,"$53,170,510.82 "
2021,11,Educacion Publica,Programa Nacional de Becas,"$5,814,985.00 ",1.13818,"$5,109,020.54 "
2021,11,Educacion Publica,Subsidios para organismos descentralizados estatales,"$19,356,407.00 ",1.13818,"$17,006,455.04 "
2021,11,Educacion Publica,Universidades para el Bienestar Benito Juarez Garcia,"$1,057,697.00 ",1.13818,"$929,287.99 "
2021,12,Salud,Proteccion Contra Riesgos Sanitarios,"$12,083,069.00 ",1.13818,"$10,616,131.89 "
2021,12,Salud,Vigilancia epidemiologica,"$332,106,920.00 ",1.13818,"$291,787,696.20 "
2021,13,Marina,Emplear el Poder Naval de la Federacion para salvaguardar la soberania y seguridad nacionales,"$13,005,275.00 ",1.13818,"$11,426,378.08 "
2021,15,"Desarrollo Agrario, Territorial y Urbano",Programa de Vivienda Social,"$197,312,349.00 ",1.13818,"$173,357,772.10 "
2021,15,"Desarrollo Agrario, Territorial y Urbano",Programa de Mejoramiento Urbano (PMU),"$409,492,500.00 ",1.13818,"$359,778,330.30 "
2021,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo a la funcion publica y buen gobierno,"$3,419,696.00 ",1.13818,"$3,004,530.04 "
2021,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo administrativo,"$11,544,780.00 ",1.13818,"$10,143,193.52 "
2021,16,Medio Ambiente y Recursos Naturales,Capacitacion Ambiental y Desarrollo Sustentable,"$3,435,359.00 ",1.13818,"$3,018,291.48 "
2021,16,Medio Ambiente y Recursos Naturales,Apoyos para el Desarrollo Forestal Sustentable,"$825,598,409.00 ",1.13818,"$725,367,173.00 "
2021,16,Medio Ambiente y Recursos Naturales,"Agua Potable, Drenaje y Tratamiento","$356,388,479.00 ",1.13818,"$313,121,368.30 "
2021,16,Medio Ambiente y Recursos Naturales,Conservación y Manejo de Áreas Naturales Protegidas,"$98,590,123.00 ",1.13818,"$86,620,853.47 "
2021,16,Medio Ambiente y Recursos Naturales,Gestion integral y sustentable del agua,"$771,770,475.00 ",1.13818,"$678,074,184.20 "
2021,16,Medio Ambiente y Recursos Naturales,Inspección y Vigilancia del Medio Ambiente y Recursos Naturales,"$52,198,556.00 ",1.13818,"$45,861,424.38 "
2021,16,Medio Ambiente y Recursos Naturales,Investigacion cientifica y tecnologica,"$186,074,497.00 ",1.13818,"$163,484,244.10 "
2021,16,Medio Ambiente y Recursos Naturales,"Investigacion en Cambio Climatico, sustentabilidad ambiental y crecimiento verde","$153,103,383.00 ",1.13818,"$134,515,966.70 "
2021,16,Medio Ambiente y Recursos Naturales,Normatividad Ambiental e Instrumentos de Fomento para el Desarrollo Sustentable,"$16,930,215.00 ",1.13818,"$14,874,813.30 "
2021,16,Medio Ambiente y Recursos Naturales,"Planeacion, Direccion y  Evaluacion Ambiental","$41,174,485.00 ",1.13818,"$36,175,723.52 "
2021,16,Medio Ambiente y Recursos Naturales,Programa de Conservacion para el Desarrollo Sostenible (PROCODES),"$142,221,062.00 ",1.13818,"$124,954,806.80 "
2021,16,Medio Ambiente y Recursos Naturales,Programa de apoyo a la infraestructura hidroagricola,"$1,569,322,223.00 ",1.13818,"$1,378,799,683.00 "
2021,16,Medio Ambiente y Recursos Naturales,Programa para la Protección y Restauración de Ecosistemas y Especies Prioritarias,"$34,943,175.00 ",1.13818,"$30,700,921.65 "
2021,16,Medio Ambiente y Recursos Naturales,Proteccion Forestal,"$1,307,090,815.00 ",1.13818,"$1,148,404,308.00 "
2021,16,Medio Ambiente y Recursos Naturales,Regulacion Ambiental,"$61,713,629.00 ",1.13818,"$54,221,326.15 "
2021,18,Energia,Actividades de apoyo administrativo,"$1,646,311.00 ",1.13818,"$1,446,441.69 "
2021,18,Energia,Conduccion de la politica energetica,"$46,549,787.00 ",1.13818,"$40,898,440.49 "
2021,18,Energia,Coordinacion de la politica energetica en electricidad ,"$4,125,684.00 ",1.13818,"$3,624,808.03 "
2021,18,Energia,Coordinacion de la politica energetica en hidrocarburos,"$7,431,802.00 ",1.13818,"$6,529,548.93 "
2021,18,Energia,"Gestion, promocion, supervision y evaluacion del aprovechamiento sustentable de la energia","$59,260,742.00 ",1.13818,"$52,066,230.30 "
2021,18,Energia,Fondo de Diversificacion Energetica,"$249,195,071.00 ",1.13818,"$218,941,706.10 "
2021,21,Turismo,Planeacion y conduccion de la politica de turismo,"$650,000.00 ",1.13818,"$571,087.17 "
2021,23,Provisiones Salariales y Economicas,Fondo de Desastres Naturales (FONDEN),"$8,727,349,813.00 ",1.13818,"$7,667,811,605.00 "
2021,23,Provisiones Salariales y Economicas,Fondo de Prevencion de Desastres Naturales (FOPREDEN),"$200,000,000.00 ",1.13818,"$175,719,130.50 "
2021,36,Seguridad y Proteccion Ciudadana,Coordinación del Sistema Nacional de Protección Civil,"$141,077,927.00 ",1.13818,"$123,950,453.40 "
2021,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Apoyos institucionales para actividades cientificas, tecnologicas y de innovacion","$127,914,952.00 ",1.13818,"$112,385,520.70 "
2021,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia",Becas de posgrado y otras modalidades de apoyo a la calidad,"$131,188,390.00 ",1.13818,"$115,261,549.10 "
2021,47,Entidades No Sectorizadas, Programa para el Bienestrar Integral de los Pueblos Indigenas,"$30,000,000.00 ",1.13818,"$26,357,869.58 "
2021,52,Petroleos Mexicanos,Proyectos de infraestructura economica de hidrocarburos,"$196,912,560.00 ",1.13818,"$173,006,519.20 "
2021,52,Petroleos Mexicanos,Mantenimiento de infraestructura,"$11,000,000.00 ",1.13818,"$9,664,552.18 "
2021,53,Comision Federal de Electricidad,Mantenimiento de infraestructura,"$458,713,786.00 ",1.13818,"$403,023,938.20 "
2021,53,Comision Federal de Electricidad,Operacion y mantenimiento de las centrales generadoras de energia electrica,"$4,158,500.00 ",1.13818,"$3,653,640.02 "
2021,53,Comision Federal de Electricidad,Servicio de transporte de gas natural,"$52,931,600,000.00 ",1.13818,"$46,505,473,651.00 "
2021,53,Comision Federal de Electricidad,Proyectos de infraestructura economica de electricidad,"$99,821,858.00 ",1.13818,"$87,703,050.48 "
2021,53,Comision Federal de Electricidad,Promocion de medidas para el ahorro y uso eficiente de la energia electrica,"$3,976,392.00 ",1.13818,"$3,493,640.72 "
2022,8,Agricultura y Desarrollo Rural,Diseño y Aplicacion de la Politica Agropecuaria,"$5,080,603.00 ",1.23088,"$4,127,618.45 "
